stormID,regionID,masterTrackID,referenceLatitude,referenceLongitude,headingDirection,centralPressureDeficit,radiusOfMaximumWind,translationalSpeed,DSW
326,3,129,36.5,-74.0094334307326,40,83,45.5,22.1,1.54258815128093E-10
327,3,129,36.5,-74.0094334307326,40,78,25.3,34,6.84524840214592E-11
328,3,129,36.5,-74.0094334307326,40,73,69.9,15.1,5.69562784468246E-07
329,3,129,36.5,-74.0094334307326,40,68,50,53.5,0.000107533086183235
330,3,129,36.5,-74.0094334307326,40,63,42.3,12,1.27174117724171E-06
331,3,129,36.5,-74.0094334307326,40,58,47.8,37.6,0.000641234174222918
332,3,129,36.5,-74.0094334307326,40,53,26.5,15.5,2.29674268856125E-06
333,3,129,36.5,-74.0094334307326,40,48,88,33.9,0.00252899821802677
334,3,129,36.5,-74.0094334307326,40,43,63.6,33.4,0.00339012480070936
335,3,129,36.5,-74.0094334307326,40,38,57.5,12,0.00186621591303237
336,3,130,36.5,-73.1293469077355,40,98,103.7,12,3.09524501085881E-13
337,3,130,36.5,-73.1293469077355,40,93,86.7,31.4,7.91718622814322E-11
338,3,130,36.5,-73.1293469077355,40,88,46.5,12,9.3646068258333E-14
339,3,130,36.5,-73.1293469077355,40,83,40,25.4,1.17962301388206E-10
340,3,130,36.5,-73.1293469077355,40,78,61,36,1.65141397635149E-06
341,3,130,36.5,-73.1293469077355,40,73,79.2,12,1.04269797818537E-07
342,3,130,36.5,-73.1293469077355,40,68,27.9,34.8,3.55779984638165E-07
343,3,130,36.5,-73.1293469077355,40,63,102.9,31.1,0.0003469178128834
344,3,130,36.5,-73.1293469077355,40,58,55.6,19.1,9.22408622277476E-05
345,3,130,36.5,-73.1293469077355,40,53,41.7,33.4,0.000724484393322165
346,3,130,36.5,-73.1293469077355,40,48,45.4,57.3,0.000839671135225745
347,3,130,36.5,-73.1293469077355,40,43,52.8,32.2,0.00370928611338865
348,3,130,36.5,-73.1293469077355,40,38,26.1,14.2,0.000314281280844422
349,2,9,39.204100126503,-74.6470305151345,-60,78,125.1,65.1,3.4972252868805E-06
350,2,9,39.204100126503,-74.6470305151345,-60,68,52.1,26.3,8.77497290268785E-06
351,2,9,39.204100126503,-74.6470305151345,-60,58,55.8,60.7,0.000893105821616803
352,2,9,39.204100126503,-74.6470305151345,-60,48,56.8,24.7,0.000146683977251602
353,2,9,39.204100126503,-74.6470305151345,-60,38,29.2,42.5,0.000310576550917043
354,2,9,39.204100126503,-74.6470305151345,-60,28,93.4,36.7,2.03487165369866E-06
355,2,10,39.6519582908649,-74.1700797465425,-60,78,50.9,36,4.32678839136103E-09
356,2,10,39.6519582908649,-74.1700797465425,-60,68,127.5,55.4,5.79659353861503E-05
357,2,10,39.6519582908649,-74.1700797465425,-60,58,88.3,28.4,9.61187263040258E-05
358,2,10,39.6519582908649,-74.1700797465425,-60,48,67.2,64,6.64693826161671E-06
359,2,10,39.6519582908649,-74.1700797465425,-60,38,31.4,52.5,0.00018666886849666
360,2,10,39.6519582908649,-74.1700797465425,-60,28,46.6,25.1,7.03167152908102E-05
361,2,11,40.2197973063583,-73.9995483961872,-60,78,125.4,43.3,4.72984585641239E-10
362,2,11,40.2197973063583,-73.9995483961872,-60,68,61.4,25.7,2.13285581086289E-06
363,2,11,40.2197973063583,-73.9995483961872,-60,58,68.6,62.4,0.000752087957783146
364,2,11,40.2197973063583,-73.9995483961872,-60,48,39.4,53,5.46500327990434E-07
365,2,11,40.2197973063583,-73.9995483961872,-60,38,34.5,35.4,0.000106178269203874
366,2,11,40.2197973063583,-73.9995483961872,-60,28,81.9,39.5,3.87908001719211E-05
367,2,12,40.6159818280629,-73.4262468484988,-60,78,49.8,45.4,4.01235092840281E-08
368,2,12,40.6159818280629,-73.4262468484988,-60,68,139.2,47.5,1.22175814875473E-06
369,2,12,40.6159818280629,-73.4262468484988,-60,58,79,31.2,0.000172417367341704
370,2,12,40.6159818280629,-73.4262468484988,-60,48,74.6,67.5,9.95328466260569E-05
371,2,12,40.6159818280629,-73.4262468484988,-60,38,41.2,24.5,4.49097907454805E-05
372,2,12,40.6159818280629,-73.4262468484988,-60,28,33.8,64,4.74169281536821E-05
373,2,13,40.8462810238767,-72.4592220710798,-60,78,47,29.3,5.0022524168914E-08
374,2,13,40.8462810238767,-72.4592220710798,-60,68,76.5,56.1,0.000181693924468912
375,2,13,40.8462810238767,-72.4592220710798,-60,58,126.9,48.8,0.000107419069791319
376,2,13,40.8462810238767,-72.4592220710798,-60,48,56.4,61.1,6.78770749307793E-05
377,2,13,40.8462810238767,-72.4592220710798,-60,38,79.9,26.7,0.000266703915335671
378,2,13,40.8462810238767,-72.4592220710798,-60,28,29.6,52,8.12600040654526E-06
379,2,14,41.1453368633031,-71.6778011868591,-60,78,54.9,28,2.53455737275081E-06
380,2,14,41.1453368633031,-71.6778011868591,-60,68,126.4,42,7.27118336283642E-06
381,2,14,41.1453368633031,-71.6778011868591,-60,58,79.4,65.1,0.000579192674591962
382,2,14,41.1453368633031,-71.6778011868591,-60,48,48,57.7,3.72254225042646E-05
383,2,14,41.1453368633031,-71.6778011868591,-60,38,29.8,38,4.08788065473908E-08
384,2,14,41.1453368633031,-71.6778011868591,-60,28,76.4,32.4,0.000349735684556638
385,2,15,41.3525305894376,-70.6888894290818,-60,78,66.2,59.7,3.93196598078364E-05
386,2,15,41.3525305894376,-70.6888894290818,-60,68,43.9,29.9,4.54036769025439E-05
387,2,15,41.3525305894376,-70.6888894290818,-60,58,126.7,48.4,3.05910585628396E-05
388,2,15,41.3525305894376,-70.6888894290818,-60,48,80.7,23.1,0.000224954734972461
389,2,15,41.3525305894376,-70.6888894290818,-60,38,32.8,62.1,9.8092690417461E-07
390,2,15,41.3525305894376,-70.6888894290818,-60,28,64.6,49.7,0.000228088242378798
391,2,32,39.3144479675797,-74.5040615913084,-40,78,47.2,57.2,2.16124339180945E-06
392,2,32,39.3144479675797,-74.5040615913084,-40,68,130.4,42.4,3.74331906606972E-05
393,2,32,39.3144479675797,-74.5040615913084,-40,58,73.8,24.7,5.15033362997231E-05
394,2,32,39.3144479675797,-74.5040615913084,-40,48,26,44.5,9.21257515454895E-09
395,2,32,39.3144479675797,-74.5040615913084,-40,38,46.1,33.1,0.000805458775388628
396,2,32,39.3144479675797,-74.5040615913084,-40,28,76.4,59.3,4.50609579470707E-05
397,2,33,39.8225992588295,-74.0897169947101,-40,78,66.6,63.1,2.98570558817928E-05
398,2,33,39.8225992588295,-74.0897169947101,-40,68,125.9,44.9,1.02652213582671E-05
399,2,33,39.8225992588295,-74.0897169947101,-40,58,73.8,22.2,3.86138671852991E-05
400,2,33,39.8225992588295,-74.0897169947101,-40,48,43.7,38.4,3.12199933802298E-05
401,2,33,39.8225992588295,-74.0897169947101,-40,38,29.4,68.3,1.19275413819008E-05
402,2,33,39.8225992588295,-74.0897169947101,-40,28,77.7,50.5,0.000193174021102266
403,2,34,40.5460086654859,-73.9230074997246,-40,78,66.7,60.6,5.12212111418037E-06
404,2,34,40.5460086654859,-73.9230074997246,-40,68,42,32.2,2.49826938731037E-06
405,2,34,40.5460086654859,-73.9230074997246,-40,58,79.8,25.1,0.000120509227022616
406,2,34,40.5460086654859,-73.9230074997246,-40,48,126.7,50.1,0.000897148436524507
407,2,34,40.5460086654859,-73.9230074997246,-40,38,32.6,65,2.66148595111607E-05
408,2,34,40.5460086654859,-73.9230074997246,-40,28,63.3,50.5,0.000512779228851853
409,2,35,40.6601711127273,-73.0856901171246,-40,78,44.1,28.3,5.32964387184163E-11
410,2,35,40.6601711127273,-73.0856901171246,-40,68,64.3,60,4.51778439823423E-05
411,2,35,40.6601711127273,-73.0856901171246,-40,58,125.3,50.6,0.000293960225125108
412,2,35,40.6601711127273,-73.0856901171246,-40,48,67.5,54.7,0.00130434026475074
413,2,35,40.6601711127273,-73.0856901171246,-40,38,79.3,24.2,0.000482867490988206
414,2,35,40.6601711127273,-73.0856901171246,-40,28,32.9,58.2,4.71175349734478E-05
415,2,36,40.8774885676904,-72.3672543592781,-40,78,45.6,25.4,5.88837863955128E-08
416,2,36,40.8774885676904,-72.3672543592781,-40,68,62.5,62.1,0.000192661937602814
417,2,36,40.8774885676904,-72.3672543592781,-40,58,125.9,60.9,0.000268017138788305
418,2,36,40.8774885676904,-72.3672543592781,-40,48,93.6,30.1,0.000880277870219709
419,2,36,40.8774885676904,-72.3672543592781,-40,38,29.9,55.1,8.01830224055208E-06
420,2,36,40.8774885676904,-72.3672543592781,-40,28,59.2,41.2,0.000626699161914253
421,2,37,41.143109481177,-71.7030967119506,-40,78,82.4,58.7,1.86710736543726E-05
422,2,37,41.143109481177,-71.7030967119506,-40,68,61.1,24,6.70079054518836E-05
423,2,37,41.143109481177,-71.7030967119506,-40,58,43.8,59.5,0.000107574373188925
424,2,37,41.143109481177,-71.7030967119506,-40,48,128.3,35.9,0.000381427835556468
425,2,37,41.143109481177,-71.7030967119506,-40,38,31.2,29.4,1.71304895342035E-07
426,2,37,41.143109481177,-71.7030967119506,-40,28,70.4,48.1,0.00078624432047961
427,2,38,41.4779543690073,-71.1166763476267,-40,78,51.9,23.2,8.1429111164542E-06
428,2,38,41.4779543690073,-71.1166763476267,-40,68,125.8,39.8,8.51195367803606E-06
429,2,38,41.4779543690073,-71.1166763476267,-40,58,45.4,54.6,2.38753833752976E-05
430,2,38,41.4779543690073,-71.1166763476267,-40,48,80.9,68.9,0.000648637864743586
431,2,38,41.4779543690073,-71.1166763476267,-40,38,71.6,33.4,0.000539098578653511
432,2,38,41.4779543690073,-71.1166763476267,-40,28,26.3,34.2,4.27804127510957E-08
433,2,55,39.3242598554351,-74.4840164846277,-20,88,55.5,62.2,2.56430451197614E-09
434,2,55,39.3242598554351,-74.4840164846277,-20,78,81.7,26.9,7.58644109720681E-10
435,2,55,39.3242598554351,-74.4840164846277,-20,68,125.8,50.3,6.93542701064343E-05
436,2,55,39.3242598554351,-74.4840164846277,-20,58,28.4,51.6,9.58554407672803E-07
437,2,55,39.3242598554351,-74.4840164846277,-20,48,48.2,29.3,6.98262421428126E-05
438,2,55,39.3242598554351,-74.4840164846277,-20,38,76.4,56.7,0.000562874365489497
439,2,56,40.0647076765781,-74.0422451864919,-20,88,46.5,36.3,2.13043266716903E-12
440,2,56,40.0647076765781,-74.0422451864919,-20,78,130,42.3,1.54018968275564E-09
441,2,56,40.0647076765781,-74.0422451864919,-20,68,50.5,67.6,0.00060931162860472
442,2,56,40.0647076765781,-74.0422451864919,-20,58,72.7,23.5,8.28666395501548E-05
443,2,56,40.0647076765781,-74.0422451864919,-20,48,79.2,56.4,0.0021154353948309
444,2,56,40.0647076765781,-74.0422451864919,-20,38,36.3,43.6,0.000335185263530443
445,2,57,40.5757689822522,-73.5090163376374,-20,88,60.3,44.9,4.30131290706715E-13
446,2,57,40.5757689822522,-73.5090163376374,-20,78,129.2,43.1,3.04998597488939E-10
447,2,57,40.5757689822522,-73.5090163376374,-20,68,43.1,28.9,1.30232916799488E-06
448,2,57,40.5757689822522,-73.5090163376374,-20,58,75.2,62.7,0.00222348234069654
449,2,57,40.5757689822522,-73.5090163376374,-20,48,36.9,57.7,2.39267446499568E-05
450,2,57,40.5757689822522,-73.5090163376374,-20,38,72.4,27.5,0.000987285845400853
451,2,58,40.7511371569061,-72.8010524361538,-20,88,43.2,37.8,6.55391315252491E-12
452,2,58,40.7511371569061,-72.8010524361538,-20,78,82.1,28.6,2.09968076083106E-08
453,2,58,40.7511371569061,-72.8010524361538,-20,68,65.6,63.9,0.000100081655219537
454,2,58,40.7511371569061,-72.8010524361538,-20,58,127.7,52.4,0.000427275314309223
455,2,58,40.7511371569061,-72.8010524361538,-20,48,28.8,64.1,9.94605130003682E-09
456,2,58,40.7511371569061,-72.8010524361538,-20,38,51.2,31.8,0.000548987859632842
457,2,59,40.9679390719359,-72.1238305695528,-20,88,58.5,33.8,2.43283478581388E-09
458,2,59,40.9679390719359,-72.1238305695528,-20,78,49.8,35.2,1.45435372598811E-06
459,2,59,40.9679390719359,-72.1238305695528,-20,68,126.2,47.6,2.17156094410273E-05
460,2,59,40.9679390719359,-72.1238305695528,-20,58,67.7,66.1,0.00217025474456233
461,2,59,40.9679390719359,-72.1238305695528,-20,48,34.3,47.9,8.11497975416247E-06
462,2,59,40.9679390719359,-72.1238305695528,-20,38,80.3,28.9,0.00134489554596731
463,2,60,41.3161033327978,-71.514125747167,-20,88,66.7,56.3,7.26814041168192E-08
464,2,60,41.3161033327978,-71.514125747167,-20,78,125.9,41.1,6.67327120146119E-08
465,2,60,41.3161033327978,-71.514125747167,-20,68,34.2,26.5,9.93029968865123E-07
466,2,60,41.3161033327978,-71.514125747167,-20,58,65.8,22.4,0.000565106567084553
467,2,60,41.3161033327978,-71.514125747167,-20,48,40.2,54.1,1.59152123224693E-05
468,2,60,41.3161033327978,-71.514125747167,-20,38,77.8,57,0.00158417288415691
469,2,76,40.0342391765157,-74.05,0,78,74.4,38.3,5.17419444140049E-08
470,2,76,40.0342391765157,-74.05,0,73,89.4,79.3,3.82648732027235E-05
471,2,76,40.0342391765157,-74.05,0,68,111.7,14,2.33042529259367E-09
472,2,76,40.0342391765157,-74.05,0,63,35.2,35.9,5.34420551952705E-06
473,2,76,40.0342391765157,-74.05,0,58,61.8,50.2,0.0037056380758682
474,2,76,40.0342391765157,-74.05,0,53,25,53.6,1.34625317143235E-07
475,2,76,40.0342391765157,-74.05,0,48,58.4,47.2,0.00247016431149896
476,2,76,40.0342391765157,-74.05,0,43,41.8,65.8,0.000106826426684687
477,2,76,40.0342391765157,-74.05,0,38,126.4,47.2,9.26815344710525E-05
478,2,76,40.0342391765157,-74.05,0,33,52.2,19.3,0.000512335676881933
479,2,76,40.0342391765157,-74.05,0,28,70.7,59.6,0.000309545711258039
480,2,77,40.6234353930887,-73.31,0,78,57.8,75,4.43745158868398E-06
481,2,77,40.6234353930887,-73.31,0,73,60.5,31.8,1.23171557104024E-07
482,2,77,40.6234353930887,-73.31,0,68,142.9,30,2.11477185639779E-08
483,2,77,40.6234353930887,-73.31,0,63,35.9,33.2,1.05405891423006E-05
484,2,77,40.6234353930887,-73.31,0,58,97.3,59.3,0.00153572223291655
485,2,77,40.6234353930887,-73.31,0,53,60.3,29.3,0.00110521870447483
486,2,77,40.6234353930887,-73.31,0,48,48.7,57.8,0.000617922244602703
487,2,77,40.6234353930887,-73.31,0,43,97.8,38.9,0.00139737395223661
488,2,77,40.6234353930887,-73.31,0,38,25,56.2,4.00177504994977E-06
489,2,77,40.6234353930887,-73.31,0,33,61,54.2,0.00133959338223167
490,2,77,40.6234353930887,-73.31,0,28,60.2,17.7,0.000331247607627263
491,2,78,40.8142636869998,-72.57,0,78,116.8,37.5,4.3483700678503E-08
492,2,78,40.8142636869998,-72.57,0,73,72.9,61.7,7.57664621666224E-05
493,2,78,40.8142636869998,-72.57,0,68,41.6,42.5,3.37045430191823E-06
494,2,78,40.8142636869998,-72.57,0,63,75.8,20.9,2.97198051539292E-05
495,2,78,40.8142636869998,-72.57,0,58,56.4,68.5,0.000512537563479091
496,2,78,40.8142636869998,-72.57,0,53,25,30.4,1.56291999352316E-08
497,2,78,40.8142636869998,-72.57,0,48,45.4,29.5,0.000274867019040103
498,2,78,40.8142636869998,-72.57,0,43,80.2,49.8,0.00182104755766797
499,2,78,40.8142636869998,-72.57,0,38,132.5,45.2,0.000489504044605667
500,2,78,40.8142636869998,-72.57,0,33,38.9,66.4,0.000138858690594488
501,2,78,40.8142636869998,-72.57,0,28,60.9,40.1,0.00149410889725879
502,2,79,41.0802590240353,-71.84,0,78,82,47.3,9.84076487627218E-06
503,2,79,41.0802590240353,-71.84,0,73,46.5,42.3,4.40167088570916E-05
504,2,79,41.0802590240353,-71.84,0,68,96,68.3,0.000335473565029166
505,2,79,41.0802590240353,-71.84,0,63,73.5,18,8.17154324798044E-05
506,2,79,41.0802590240353,-71.84,0,58,130.1,31.9,5.76710005092267E-05
507,2,79,41.0802590240353,-71.84,0,53,33.5,14,3.35423808738956E-06
508,2,79,41.0802590240353,-71.84,0,48,94,44.8,0.00420838421179
509,2,79,41.0802590240353,-71.84,0,43,28.3,55.1,3.83461842578961E-07
510,2,79,41.0802590240353,-71.84,0,38,64.3,38.2,0.00171998460266588
511,2,79,41.0802590240353,-71.84,0,33,58.2,66.4,0.000720073663757252
512,2,79,41.0802590240353,-71.84,0,28,46,39.4,0.000374636038350322
513,2,80,41.4774500829987,-71.1,0,78,71.5,26.1,6.64782415969153E-06
514,2,80,41.4774500829987,-71.1,0,73,75.9,55.8,9.79376762928664E-05
515,2,80,41.4774500829987,-71.1,0,68,140,49.9,1.28862103336651E-06
516,2,80,41.4774500829987,-71.1,0,63,43.6,44.4,7.12939051071513E-05
517,2,80,41.4774500829987,-71.1,0,58,52.2,88.1,5.44335964160175E-05
518,2,80,41.4774500829987,-71.1,0,53,25,55.5,5.12645739164679E-10
519,2,80,41.4774500829987,-71.1,0,48,51.3,50.4,0.000308955766281893
520,2,80,41.4774500829987,-71.1,0,43,83.3,68.7,0.00130413612625722
521,2,80,41.4774500829987,-71.1,0,38,36.9,14,3.07302525727182E-06
522,2,80,41.4774500829987,-71.1,0,33,98.5,35.4,0.00219668206055179
523,2,80,41.4774500829987,-71.1,0,28,62.2,37.7,0.00122923927461745
524,2,98,39,-75.2494653939703,20,78,73.5,38.1,2.67272262443156E-07
525,2,98,39,-75.2494653939703,20,73,85.5,82.2,2.69389314636985E-05
526,2,98,39,-75.2494653939703,20,68,83.4,32.1,3.52855383993454E-05
527,2,98,39,-75.2494653939703,20,63,50.3,55.1,0.00026993478995955
528,2,98,39,-75.2494653939703,20,58,37.5,34.4,1.46759419166213E-05
529,2,98,39,-75.2494653939703,20,53,136.6,39.1,0.00074308830762043
530,2,98,39,-75.2494653939703,20,48,59.2,21.9,0.000981869905144792
531,2,98,39,-75.2494653939703,20,43,27.7,48.7,0.000352806955958629
532,2,98,39,-75.2494653939703,20,38,91.9,50.7,0.000614906847654719
533,2,98,39,-75.2494653939703,20,33,59.2,57.9,0.000531181553217554
534,2,98,39,-75.2494653939703,20,28,44.8,34.7,0.000662182524867685
535,2,99,39,-74.4199340003299,20,78,41.3,33.2,3.00562429273404E-09
536,2,99,39,-74.4199340003299,20,73,68.5,61.4,0.000124177912778573
537,2,99,39,-74.4199340003299,20,68,107.6,22.5,8.81549068838139E-07
538,2,99,39,-74.4199340003299,20,63,144.8,49.7,3.34964452803801E-05
539,2,99,39,-74.4199340003299,20,58,26.5,50.1,1.50480801838665E-06
540,2,99,39,-74.4199340003299,20,53,69.8,16.6,0.00019640022252985
541,2,99,39,-74.4199340003299,20,48,57.6,39.5,0.00336536978759024
542,2,99,39,-74.4199340003299,20,43,40.5,77.1,1.29123659797812E-05
543,2,99,39,-74.4199340003299,20,38,50.2,47,0.00147311838646438
544,2,99,39,-74.4199340003299,20,33,41,38.9,0.001472170542012
545,2,99,39,-74.4199340003299,20,28,99.8,49.1,7.37379426747385E-05
546,2,100,39,-73.5999633965658,20,78,70,33.9,1.16820788981221E-07
547,2,100,39,-73.5999633965658,20,73,36.3,59.8,5.05843922220189E-06
548,2,100,39,-73.5999633965658,20,68,144.1,51.6,1.48848182026951E-05
549,2,100,39,-73.5999633965658,20,63,73.3,22.4,1.07612523533866E-05
550,2,100,39,-73.5999633965658,20,58,70.3,55.8,0.00496321573219652
551,2,100,39,-73.5999633965658,20,53,43.5,39,0.000233758163565549
552,2,100,39,-73.5999633965658,20,48,59.7,59.8,0.00239139248282057
553,2,100,39,-73.5999633965658,20,43,25,41,0.000135252312546937
554,2,100,39,-73.5999633965658,20,38,103.1,42.1,0.000515688204177762
555,2,100,39,-73.5999633965658,20,33,49.8,73.7,0.00012397006313596
556,2,100,39,-73.5999633965658,20,28,61.1,23.1,0.000717148784191874
557,2,101,39,-72.7699035117379,20,78,77.3,31.7,1.73347715266162E-08
558,2,101,39,-72.7699035117379,20,73,61.7,65.2,0.000360421348499564
559,2,101,39,-72.7699035117379,20,68,33.1,42.3,6.00519670482396E-07
560,2,101,39,-72.7699035117379,20,63,137.9,48.7,0.00010706369357917
561,2,101,39,-72.7699035117379,20,58,61.8,26.8,6.91881144302611E-05
562,2,101,39,-72.7699035117379,20,53,93.2,58.5,0.00136432528685526
563,2,101,39,-72.7699035117379,20,48,101.5,23.3,0.0014830205099967
564,2,101,39,-72.7699035117379,20,43,42,14,0.000573245374742008
565,2,101,39,-72.7699035117379,20,38,48.2,45.8,0.00226992652546172
566,2,101,39,-72.7699035117379,20,33,61.2,48.2,0.00179631307018528
567,2,101,39,-72.7699035117379,20,28,33.2,83.6,9.92711824222927E-05
568,2,102,39,-71.9502592329943,20,78,60.3,43.8,5.98390725578284E-08
569,2,102,39,-71.9502592329943,20,73,96.1,33.1,4.71727392033931E-08
570,2,102,39,-71.9502592329943,20,68,56.6,72.9,0.000775505568024687
571,2,102,39,-71.9502592329943,20,63,145.2,43.5,2.34810802164131E-05
572,2,102,39,-71.9502592329943,20,58,32.2,54.5,0.000169392936111913
573,2,102,39,-71.9502592329943,20,53,31.1,24.3,2.44905091794524E-07
574,2,102,39,-71.9502592329943,20,48,89.6,50.8,0.00268531445019786
575,2,102,39,-71.9502592329943,20,43,35.2,39.1,0.000725285858819389
576,2,102,39,-71.9502592329943,20,38,85,14,0.000910339080542061
577,2,102,39,-71.9502592329943,20,33,57.4,45.7,0.00260567373739417
578,2,102,39,-71.9502592329943,20,28,56.6,46.3,0.00178876171037647
579,2,103,39,-71.1202245299893,20,78,44.3,34.5,3.66361130959332E-09
580,2,103,39,-71.1202245299893,20,73,78.1,32.6,4.30093276175157E-07
581,2,103,39,-71.1202245299893,20,68,138.6,64.8,7.06439871575999E-06
582,2,103,39,-71.1202245299893,20,63,64.8,61.2,0.00220271994026358
583,2,103,39,-71.1202245299893,20,58,111.4,28.9,0.00011479180540529
584,2,103,39,-71.1202245299893,20,53,29.5,48.6,4.05442606540197E-05
585,2,103,39,-71.1202245299893,20,48,57.9,29,0.00253925918978445
586,2,103,39,-71.1202245299893,20,43,50,52.5,0.00183940253383034
587,2,103,39,-71.1202245299893,20,38,41.8,59.9,0.00104631381191114
588,2,103,39,-71.1202245299893,20,33,40.6,14,0.000631352038653071
589,2,103,39,-71.1202245299893,20,28,95.1,51.5,0.000194311040216151
590,2,104,39,-70.3002956462018,20,78,67.9,56.6,1.73444242885208E-06
591,2,104,39,-70.3002956462018,20,73,141.4,37.2,2.54830265916148E-07
592,2,104,39,-70.3002956462018,20,68,58,25.6,2.44668304482289E-06
593,2,104,39,-70.3002956462018,20,63,31.6,55.4,2.14024914070094E-05
594,2,104,39,-70.3002956462018,20,58,78.5,44.2,0.00250282616491575
595,2,104,39,-70.3002956462018,20,53,33.1,42.6,0.000125490856038776
596,2,104,39,-70.3002956462018,20,48,39,14,3.08917907114748E-05
597,2,104,39,-70.3002956462018,20,43,83.1,16.6,0.00242165876951071
598,2,104,39,-70.3002956462018,20,38,53.5,50,0.00309258832232699
599,2,104,39,-70.3002956462018,20,33,55.1,59.6,0.00237276885638522
600,2,104,39,-70.3002956462018,20,28,100.5,54.4,0.000261465885333931
601,2,105,39,-69.4706687222244,20,78,68.4,48,2.94308089413184E-07
602,2,105,39,-69.4706687222244,20,73,127.7,59.7,4.30858319642368E-06
603,2,105,39,-69.4706687222244,20,68,66.6,22.5,4.74743924416008E-07
604,2,105,39,-69.4706687222244,20,63,66.4,55.7,0.00120587209869309
605,2,105,39,-69.4706687222244,20,58,62.1,77.8,0.0004417427506631
606,2,105,39,-69.4706687222244,20,53,56.2,24.2,0.000458507199592382
607,2,105,39,-69.4706687222244,20,48,32.3,53.4,0.000159493103944357
608,2,105,39,-69.4706687222244,20,43,38.3,28.2,0.000169084142455819
609,2,105,39,-69.4706687222244,20,38,61.8,62.6,0.00223336085626544
610,2,105,39,-69.4706687222244,20,33,99.6,37,0.00152401871455401
611,2,105,39,-69.4706687222244,20,28,52.3,46.9,0.00305160964051741
612,2,106,39,-68.6403682604273,20,78,117.9,24.8,1.36535996331105E-09
613,2,106,39,-68.6403682604273,20,73,60.6,50.9,3.10151163995438E-05
614,2,106,39,-68.6403682604273,20,68,36.2,27.9,1.06861123880719E-06
615,2,106,39,-68.6403682604273,20,63,57.5,36.2,0.000308660580097114
616,2,106,39,-68.6403682604273,20,58,73.7,28.5,0.000666779590830638
617,2,106,39,-68.6403682604273,20,53,50.3,58.6,0.00161066176841011
618,2,106,39,-68.6403682604273,20,48,93,56.9,0.00329029920338847
619,2,106,39,-68.6403682604273,20,43,125.7,34.1,0.00100224930473153
620,2,106,39,-68.6403682604273,20,38,27.1,62.1,1.03653062341288E-05
621,2,106,39,-68.6403682604273,20,33,57.4,26.8,0.00305883788840744
622,2,106,39,-68.6403682604273,20,28,51,61.9,0.00108174394939331
623,2,119,39,-75.2491098884177,40,88,65.5,31.2,2.53614848501342E-13
624,2,119,39,-75.2491098884177,40,83,93.6,43.2,9.02787108388695E-09
625,2,119,39,-75.2491098884177,40,78,75.8,60.5,1.51233403137139E-06
626,2,119,39,-75.2491098884177,40,73,45.9,44.6,1.15931565429095E-07
627,2,119,39,-75.2491098884177,40,68,45,88.5,6.8731209505644E-06
628,2,119,39,-75.2491098884177,40,63,128.7,56,0.000199266134293168
629,2,119,39,-75.2491098884177,40,58,97.7,29.4,0.00028510655568596
630,2,119,39,-75.2491098884177,40,53,29.1,50.4,9.63802439817494E-06
631,2,119,39,-75.2491098884177,40,48,45.7,14,1.65014789427353E-05
632,2,119,39,-75.2491098884177,40,43,65.8,52.8,0.000492573873416826
633,2,119,39,-75.2491098884177,40,38,51.6,33.6,0.00112151826681922
634,2,120,39,-74.2389069639119,40,88,69.4,38.9,7.49341835519351E-13
635,2,120,39,-74.2389069639119,40,83,136.5,57,5.32786058742152E-10
636,2,120,39,-74.2389069639119,40,78,47.4,14,3.17100020513042E-13
637,2,120,39,-74.2389069639119,40,73,63.8,78.7,5.88463384224642E-05
638,2,120,39,-74.2389069639119,40,68,59.7,44.9,3.90197390145921E-05
639,2,120,39,-74.2389069639119,40,63,33.5,28.6,2.21610026440262E-07
640,2,120,39,-74.2389069639119,40,58,33.7,55.9,3.85212145449395E-05
641,2,120,39,-74.2389069639119,40,53,102.3,41,0.00125533701361134
642,2,120,39,-74.2389069639119,40,48,53.9,40.7,0.0020356193028324
643,2,120,39,-74.2389069639119,40,43,72.5,17.3,0.000618237207436207
644,2,120,39,-74.2389069639119,40,38,63.9,66.9,0.000104193816587843
645,2,121,39,-73.2192708118251,40,88,105.2,33,1.53518189131381E-12
646,2,121,39,-73.2192708118251,40,83,67.1,58.9,3.92807136466149E-07
647,2,121,39,-73.2192708118251,40,78,45.7,35.7,1.90868563637704E-09
648,2,121,39,-73.2192708118251,40,73,50.4,52.6,2.04846285863731E-05
649,2,121,39,-73.2192708118251,40,68,32.8,75.7,2.47040436236955E-05
650,2,121,39,-73.2192708118251,40,63,125.7,37.6,4.52748612437726E-05
651,2,121,39,-73.2192708118251,40,58,67.6,20.5,9.70253827115842E-06
652,2,121,39,-73.2192708118251,40,53,28.4,30.9,6.9699150568898E-07
653,2,121,39,-73.2192708118251,40,48,84.7,49.4,0.00284263907030357
654,2,121,39,-73.2192708118251,40,43,87.7,69.1,0.000154418077742426
655,2,121,39,-73.2192708118251,40,38,54.1,54.1,0.000900306600208852
656,2,122,39,-72.2095490743161,40,88,146.2,44.1,9.4164245326586E-12
657,2,122,39,-72.2095490743161,40,83,53.6,26.7,2.60882136197365E-12
658,2,122,39,-72.2095490743161,40,78,63.4,70.6,2.68253771482109E-05
659,2,122,39,-72.2095490743161,40,73,66.8,36.1,1.12597908072728E-07
660,2,122,39,-72.2095490743161,40,68,86.6,14,1.28633032370129E-09
