stormID,regionID,masterTrackID,referenceLatitude,referenceLongitude,headingDirection,centralPressureDeficit,radiusOfMaximumWind,translationalSpeed,DSW
987,1,96,41.5,-66.5710568652546,20,28,54.7,72.8,0.000135710889495067
988,1,97,41.5,-65.6317562893785,20,68,84.5,59.2,0.000261145923738925
989,1,97,41.5,-65.6317562893785,20,63,83.3,24.9,0.000456569369656443
990,1,97,41.5,-65.6317562893785,20,58,39.5,65.9,0.000134677872625654
991,1,97,41.5,-65.6317562893785,20,53,67.9,65.8,0.00282338120415565
992,1,97,41.5,-65.6317562893785,20,48,150,36.1,0.000178470613072975
993,1,97,41.5,-65.6317562893785,20,43,59.3,34.4,0.00513693789697819
994,1,97,41.5,-65.6317562893785,20,38,108.4,50,0.00221122210525037
995,1,97,41.5,-65.6317562893785,20,33,30.2,37.5,7.92994920118463E-05
996,1,97,41.5,-65.6317562893785,20,28,61.8,65,0.000718350661809164
997,1,113,41.5,-72.2497166583135,40,78,82.1,55.5,6.79258335772271E-07
998,1,113,41.5,-72.2497166583135,40,73,156.2,47.7,3.45066632121559E-09
999,1,113,41.5,-72.2497166583135,40,68,44.9,34.1,3.68380774418919E-06
1000,1,113,41.5,-72.2497166583135,40,63,81.6,22.7,4.11711161052042E-06
1001,1,113,41.5,-72.2497166583135,40,58,33.5,64.3,4.08986706468305E-05
1002,1,113,41.5,-72.2497166583135,40,53,68.5,82.9,0.000583511079442223
1003,1,113,41.5,-72.2497166583135,40,48,58.2,52.3,0.0023619532526034
1004,1,113,41.5,-72.2497166583135,40,43,113.4,52.3,0.000689802702901431
1005,1,113,41.5,-72.2497166583135,40,38,68.9,44.7,0.00153082421029445
1006,1,114,41.5,-71.0897637871965,40,78,116.7,64.3,2.4842030622582E-08
1007,1,114,41.5,-71.0897637871965,40,73,57.8,50.6,2.02906590971929E-05
1008,1,114,41.5,-71.0897637871965,40,68,73.4,18.8,1.88386513265441E-05
1009,1,114,41.5,-71.0897637871965,40,63,56.4,53.8,0.000291321312056638
1010,1,114,41.5,-71.0897637871965,40,58,151.6,38.9,4.80719106408006E-07
1011,1,114,41.5,-71.0897637871965,40,53,28.8,56.6,5.18791531347322E-07
1012,1,114,41.5,-71.0897637871965,40,48,40,29.4,2.58113510804248E-05
1013,1,114,41.5,-71.0897637871965,40,43,73.4,76.9,0.000519337433453606
1014,1,114,41.5,-71.0897637871965,40,38,86.8,42.9,0.00238560721742702
1015,1,115,41.5,-69.9298783795447,40,78,157.2,53.4,6.33561045546774E-12
1016,1,115,41.5,-69.9298783795447,40,73,54.6,22.9,9.74132785484853E-07
1017,1,115,41.5,-69.9298783795447,40,68,71,44.7,2.62108999623008E-05
1018,1,115,41.5,-69.9298783795447,40,63,51.4,73,0.00010289697165714
1019,1,115,41.5,-69.9298783795447,40,58,74.4,47.8,0.000841810271055491
1020,1,115,41.5,-69.9298783795447,40,53,96.4,75.3,0.000891992933205687
1021,1,115,41.5,-69.9298783795447,40,48,30.5,48.8,1.52283248437107E-06
1022,1,115,41.5,-69.9298783795447,40,43,113.5,35.8,0.00159575707654364
1023,1,115,41.5,-69.9298783795447,40,38,56.5,47.6,0.00160515146559148
1024,1,116,41.5,-68.7698129951632,40,78,65.2,47.2,9.89721469298049E-07
1025,1,116,41.5,-68.7698129951632,40,73,154.5,46.8,1.0125240214343E-07
1026,1,116,41.5,-68.7698129951632,40,68,39.2,66.9,9.32463453078627E-06
1027,1,116,41.5,-68.7698129951632,40,63,34.9,27.3,0.0000147609407054
1028,1,116,41.5,-68.7698129951632,40,58,99.6,26.3,7.60566477721623E-05
1029,1,116,41.5,-68.7698129951632,40,53,70,78.9,0.000175676757639519
1030,1,116,41.5,-68.7698129951632,40,48,104.4,58.4,0.0015152108674881
1031,1,116,41.5,-68.7698129951632,40,43,70.9,36.5,0.00382810408116701
1032,1,116,41.5,-68.7698129951632,40,38,52.6,45.5,0.00164092425220707
1033,1,117,41.5,-67.6099897463381,40,78,83.1,66.9,4.32696115402479E-06
1034,1,117,41.5,-67.6099897463381,40,73,88.3,27,3.83123032400701E-06
1035,1,117,41.5,-67.6099897463381,40,68,156.5,44.6,9.49458656149034E-06
1036,1,117,41.5,-67.6099897463381,40,63,45.2,52.3,8.99370488962461E-05
1037,1,117,41.5,-67.6099897463381,40,58,32.8,28,1.85849236038673E-05
1038,1,117,41.5,-67.6099897463381,40,53,72.7,44.2,0.00209930517768324
1039,1,117,41.5,-67.6099897463381,40,48,63.9,42.5,0.00275109933862162
1040,1,117,41.5,-67.6099897463381,40,43,53.3,81,0.000294057548024357
1041,1,117,41.5,-67.6099897463381,40,38,107.3,53.1,0.00193723870591258
1042,1,118,41.5,-66.4501968153327,40,78,174.3,42.7,6.88938548685661E-09
1043,1,118,41.5,-66.4501968153327,40,73,76.8,62.4,1.70297438244633E-05
1044,1,118,41.5,-66.4501968153327,40,68,57.9,66.2,5.11008335017398E-05
1045,1,118,41.5,-66.4501968153327,40,63,39.5,61,2.6787628514518E-05
1046,1,118,41.5,-66.4501968153327,40,58,74.4,32.4,0.000796414601080363
1047,1,118,41.5,-66.4501968153327,40,53,39.5,32.9,0.000167314019259158
1048,1,118,41.5,-66.4501968153327,40,48,68.8,31.8,0.0017934139798845
1049,1,118,41.5,-66.4501968153327,40,43,114.2,50.5,0.00154052783621762
1050,1,118,41.5,-66.4501968153327,40,38,58.6,57.5,0.00236275186117507
